D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\center_2019_12_29_19_32_38_643.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\left_2019_12_29_19_32_38_643.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\right_2019_12_29_19_32_38_643.jpg,0,0,0,4.065218E-05
D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\center_2019_12_29_19_32_38_761.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\left_2019_12_29_19_32_38_761.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\right_2019_12_29_19_32_38_761.jpg,0,0,0,3.443267E-05
D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\center_2019_12_29_19_32_38_876.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\left_2019_12_29_19_32_38_876.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\right_2019_12_29_19_32_38_876.jpg,-0.15,0.1704819,0,0.1133452
D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\center_2019_12_29_19_32_39_009.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\left_2019_12_29_19_32_39_009.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\right_2019_12_29_19_32_39_009.jpg,-0.45,0.5215803,0,0.6887546
D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\center_2019_12_29_19_32_39_119.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\left_2019_12_29_19_32_39_119.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\right_2019_12_29_19_32_39_119.jpg,-0.7500002,0.8588139,0,1.747974
D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\center_2019_12_29_19_32_39_197.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\left_2019_12_29_19_32_39_197.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\right_2019_12_29_19_32_39_197.jpg,-0.9500002,1,0,2.623753
D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\center_2019_12_29_19_32_39_286.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\left_2019_12_29_19_32_39_286.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\right_2019_12_29_19_32_39_286.jpg,-1,1,0,3.735011
D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\center_2019_12_29_19_32_39_379.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\left_2019_12_29_19_32_39_379.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\right_2019_12_29_19_32_39_379.jpg,-1,1,0,4.632393
D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\center_2019_12_29_19_32_39_477.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\left_2019_12_29_19_32_39_477.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\right_2019_12_29_19_32_39_477.jpg,-1,1,0,5.741687
D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\center_2019_12_29_19_32_39_572.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\left_2019_12_29_19_32_39_572.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\right_2019_12_29_19_32_39_572.jpg,-1,1,0,6.838859
D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\center_2019_12_29_19_32_39_672.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\left_2019_12_29_19_32_39_672.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\right_2019_12_29_19_32_39_672.jpg,0,1,0,7.803485
D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\center_2019_12_29_19_32_39_802.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\left_2019_12_29_19_32_39_802.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\right_2019_12_29_19_32_39_802.jpg,0,1,0,9.147658
D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\center_2019_12_29_19_32_39_885.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\left_2019_12_29_19_32_39_885.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\right_2019_12_29_19_32_39_885.jpg,0,1,0,10.2632
D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\center_2019_12_29_19_32_39_961.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\left_2019_12_29_19_32_39_961.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\right_2019_12_29_19_32_39_961.jpg,0,1,0,10.92735
D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\center_2019_12_29_19_32_40_076.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\left_2019_12_29_19_32_40_076.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\right_2019_12_29_19_32_40_076.jpg,-0.3,1,0,12.01458
D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\center_2019_12_29_19_32_40_167.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\left_2019_12_29_19_32_40_167.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\right_2019_12_29_19_32_40_167.jpg,-0.5500001,1,0,13.26753
D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\center_2019_12_29_19_32_40_274.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\left_2019_12_29_19_32_40_274.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\right_2019_12_29_19_32_40_274.jpg,-0.7500002,1,0,14.05948
D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\center_2019_12_29_19_32_40_374.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\left_2019_12_29_19_32_40_374.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\right_2019_12_29_19_32_40_374.jpg,-1,1,0,14.73714
D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\center_2019_12_29_19_32_40_458.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\left_2019_12_29_19_32_40_458.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\right_2019_12_29_19_32_40_458.jpg,0,1,0,15.77734
D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\center_2019_12_29_19_32_40_556.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\left_2019_12_29_19_32_40_556.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\right_2019_12_29_19_32_40_556.jpg,0,1,0,16.62628
D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\center_2019_12_29_19_32_40_664.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\left_2019_12_29_19_32_40_664.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\right_2019_12_29_19_32_40_664.jpg,-0.3,1,0,17.85033
D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\center_2019_12_29_19_32_40_793.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\left_2019_12_29_19_32_40_793.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\right_2019_12_29_19_32_40_793.jpg,0,1,0,19.02733
D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\center_2019_12_29_19_32_40_861.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\left_2019_12_29_19_32_40_861.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\right_2019_12_29_19_32_40_861.jpg,0,1,0,19.76792
D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\center_2019_12_29_19_32_40_928.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\left_2019_12_29_19_32_40_928.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\right_2019_12_29_19_32_40_928.jpg,0,1,0,20.56292
D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\center_2019_12_29_19_32_40_995.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\left_2019_12_29_19_32_40_995.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\right_2019_12_29_19_32_40_995.jpg,0,1,0,21.0825
D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\center_2019_12_29_19_32_41_128.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\left_2019_12_29_19_32_41_128.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\right_2019_12_29_19_32_41_128.jpg,0,1,0,22.52757
D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\center_2019_12_29_19_32_41_252.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\left_2019_12_29_19_32_41_252.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\right_2019_12_29_19_32_41_252.jpg,-0.15,1,0,23.68578
D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\center_2019_12_29_19_32_41_373.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\left_2019_12_29_19_32_41_373.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\right_2019_12_29_19_32_41_373.jpg,-0.45,1,0,24.72394
D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\center_2019_12_29_19_32_41_479.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\left_2019_12_29_19_32_41_479.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\right_2019_12_29_19_32_41_479.jpg,-0.7,1,0,25.44765
D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\center_2019_12_29_19_32_41_575.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\left_2019_12_29_19_32_41_575.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\right_2019_12_29_19_32_41_575.jpg,-0.9500002,0.7043242,0,25.83651
D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\center_2019_12_29_19_32_41_677.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\left_2019_12_29_19_32_41_677.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\right_2019_12_29_19_32_41_677.jpg,-1,0.397666,0,25.86343
D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\center_2019_12_29_19_32_41_783.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\left_2019_12_29_19_32_41_783.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\right_2019_12_29_19_32_41_783.jpg,-1,0.08271159,0,25.65454
D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\center_2019_12_29_19_32_41_904.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\left_2019_12_29_19_32_41_904.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\right_2019_12_29_19_32_41_904.jpg,0,0,0,25.06721
D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\center_2019_12_29_19_32_42_013.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\left_2019_12_29_19_32_42_013.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\right_2019_12_29_19_32_42_013.jpg,0,0,0,24.7826
D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\center_2019_12_29_19_32_42_125.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\left_2019_12_29_19_32_42_125.jpg,D:\Courses\AI & ML\beta_simulator_windows\training data\IMG\right_2019_12_29_19_32_42_125.jpg,0,0.328566,0,24.67984
